湖北省荆州市洪湖市洪湖市第一中学,c08c31d1b97a51e0c61e51bd,,29.836666,113.489539,文泉东路77,
湖北省荆州市洪湖市湖北省洪湖贺龙高级中学,5c2761b72f918151d72ce292,,29.831482,113.463851,新堤街道宏伟北路7号,
湖北省荆州市洪湖市洪湖市文泉中学,57af7d9d3cd6f6aebea2404d,,29.809363,113.469296,荆州市洪湖市新堤街道新堤街道赤卫路17号,
湖北省荆州市洪湖市洪湖市实验中学,9fc6729c3ae3b71b901fc9a7,,29.812079,113.468158,园林路47号,
湖北省荆州市洪湖市洪湖市大沙湖管理区中心学校,d6ee8724ebfbb79ea8f0cd72,,30.019994,113.864618,荆州市洪湖市发展路附近,
湖北省荆州市洪湖市园林中学-西南门,d2c4f3e0e60e36e782288ae7,,29.818427,113.46133,园林路144号附近,
湖北省荆州市洪湖市黄家口中学,7fd723118869e49f5cbe866a,,30.06865,113.567992,黄家口镇-98,
湖北省荆州市洪湖市洪湖市第八中学,cf74ce6e3aa881c1077ce8a5,,29.828978,113.480837,湖北省荆州市洪湖市南棚路,
湖北省荆州市洪湖市湖北省洪湖市大同湖高级中学,0ed20a15563189e957bfffc2,,30.042472,113.720236,荆州市大同湖管理区文化路,
湖北省荆州市洪湖市洪湖市永丰中学,bcaebff8a5bdbe29c9e33cdc,,30.061218,113.440519,荆州市洪湖市,
湖北省荆州市洪湖市洪湖市理工中等职业学校,f2fcbe31cf4df8d3eb12e401,,29.841299,113.481898,茅江大道8号,
湖北省荆州市洪湖市洪湖市双语实验学校,daaacdf04e62be312efaa772,,29.829033,113.483864,荆州市洪湖市希望路1号,
湖北省荆州市洪湖市燕窝中学,5076a4656538c7de373a7184,,30.088306,114.030825,329省道附近,
湖北省荆州市洪湖市铁牛中学,d78e6074c30b89335e0d02c6,,29.782413,113.422987,新堤大道与铁牛路交叉口南150米,
湖北省荆州市洪湖市前进中学,43b7e889be3e606a58f6be6b,,30.00179,113.474768,荆州市洪湖市,
湖北省荆州市洪湖市龙口中学,803708f1bc8f2b790189726a,,29.945383,113.775431,湖北省荆州市洪湖市龙口镇振兴路龙口中学(龙口小学西北),
湖北省荆州市洪湖市小港中学,7aea43b7f2f346f87c29bd6b,,29.928749,113.505246,湖北省荆州市洪湖市小港中学(港南三路北),
湖北省荆州市洪湖市Sinopec(嘉信中学北),c1fed8e12d31081e0ab93ae2,,29.85578,113.478934,茅江大道138号,
湖北省荆州市洪湖市洪湖市职教中心,a75854d57f9cd65fb6f42f34,,29.818565,113.461712,园林路164号附近,
湖北省荆州市洪湖市加油站(洪湖市博林职业高级中学东),ffa4614574cd61a640e19238,,29.823507,113.497245,湖北省荆州市洪湖市中国石化城东加油站(乌林大道北),
湖北省荆州市洪湖市洪湖市新滩镇中学,27c10668324d4696f2193777,,30.17168,113.899313,新滩镇(靠近新滩镇政府),
湖北省荆州市洪湖市龙口镇和里中学,e889a744500d8dcb8605bfc0,,29.977512,113.727631,荆州市洪湖市329省道东100米,
湖北省荆州市洪湖市洪湖市实验中学(新洪路校区),86859d7bc0c04c39c9213d8c,,29.821268,113.470491,湖北省荆州市洪湖市新洪路90号,
湖北省荆州市洪湖市Sinopec(嘉信中学南),f633606a06a9b74e0b69d96b,,29.85027,113.478703,湖北省荆州市洪湖市茅江大道138号(河岭村委会对面),
湖北省荆州市洪湖市洪湖市园林中学,8f7e10fc7ad33c29e812e4b0,,29.843083,113.48081,茅江大道特1号,
湖北省荆州市洪湖市洪湖市乌林镇胡范中学,e8204019355d1817e115f9e5,,29.89155,113.582492,103省道西50米,
湖北省荆州市洪湖市洪湖市第一中学教工小区-1栋,f9e9d7bf6734fe5ec51e5174,,29.83378,113.490301,文泉东路南100米,
湖北省荆州市洪湖市洪湖市第三中学,9b168c6f6f96907931f71d23,,29.844286,113.536868,乌林镇石码头村,
湖北省荆州市洪湖市中共螺山镇铁牛中学支部委员会,7f703c0568c84592efe4a54e,,29.782402,113.422974,新堤大道洪湖市螺山镇铁牛中学附近,
湖北省荆州市洪湖市洪湖一绝(贺龙中学店),b8cce582dabeaf310bccdd87,,29.83178,113.466402,湖北省荆州市洪湖市宏伟北路18号附近,
湖北省荆州市洪湖市洪湖市实验中学宿舍,70ea952e11d4ad80c26c147b,,29.812439,113.466927,园林路46号,
湖北省荆州市洪湖市洪湖市第一中学-东南门,c25babd97f02dcfc167643f7,,29.834904,113.490105,荆州市洪湖市文泉东路77号附近,
湖北省荆州市洪湖市洪湖市文泉中学-东南门,aae155e683e6da61354aaed9,,29.808694,113.470354,赤卫路15号附近,
湖北省荆州市洪湖市鼎祥宾馆(园林中学),b88bb23db9255778bfa82248,,29.81834,113.461065,湖北省荆州市洪湖市园林路80号(园林中学对面),(0716)2185888
湖北省荆州市洪湖市贺龙中学教工小区,62f00d671d623bc6d32dd6b1,,29.832115,113.465928,荆州市洪湖市宏伟北路7号,
湖北省荆州市洪湖市洪湖市实验中学-蓝天双语实验学校,350274fb15393639631809c1,,29.811998,113.467294,荆州市洪湖市新村路五巷2号,
湖北省荆州市洪湖市洪湖市第七中学公安局宿舍,5c98adbc435dde73dc1e5240,,29.818171,113.478731,湖北省荆州市洪湖市沿河东路,
湖北省荆州市洪湖市洪湖市文泉中学-领先教育,c9f03fcf3a437a8607fef58e,,29.809218,113.47078,赤卫路邮电巷口,
湖北省荆州市洪湖市洪湖市(私立)嘉信中学,c36dc993a6494e3e3fe231ad,,29.821853,113.493827,乌林大道189,
湖北省荆州市洪湖市中共洪湖市第一中学委员会,ea4c5fa73325a31572455b04,,29.835023,113.490129,文泉东路77号附近,
湖北省荆州市洪湖市洪湖市实验中学-东北门,b935e3cdab086982c9e33ced,,29.812719,113.46843,园林路40-3号附近,
湖北省荆州市洪湖市燕窝中学-东南门,be44791286861ec2e6e96546,,30.088088,114.030975,燕窝镇中心学校附近,
湖北省荆州市洪湖市洪湖市委党校中专部,4f8692f1a285a0cd08f5eb55,,29.818929,113.468968,宏伟南路27附近,
湖北省荆州市洪湖市洪湖市实验中学(新洪路校区)-东北门,a09c1fef230a050a990050da,,29.821537,113.471474,新洪路与新洪路三巷交叉口西北50米,
湖北省荆州市洪湖市洪湖市实验中学-西南门,ddb11313c7555c904bcc4a64,,29.811871,113.467261,荆州市洪湖市新村路与新村路五巷交叉口东50米,
湖北省荆州市洪湖市中共洪湖市第三中学支部委员会,64f17dc42844fe5f6fa3cc07,,29.84438,113.536846,乌林镇石码头村洪湖市第三中学附近,
湖北省荆州市洪湖市洪湖市第一中学,c08c31d1b97a51e0c61e51bd,,29.836666,113.489539,文泉东路77,
湖北省荆州市洪湖市湖北省洪湖贺龙高级中学,5c2761b72f918151d72ce292,,29.831482,113.463851,新堤街道宏伟北路7号,
湖北省荆州市洪湖市洪湖市新滩镇小学,fa7da3e8ad67d46242d63e65,,30.170713,113.900159,新滩镇新文街64-4-20号,
湖北省荆州市洪湖市洪湖市文泉中学,57af7d9d3cd6f6aebea2404d,,29.809363,113.469296,荆州市洪湖市新堤街道新堤街道赤卫路17号,
湖北省荆州市洪湖市洪湖市实验小学,8a35fcff27892eba0b1cc711,,29.810096,113.466986,人民路131号,
湖北省荆州市洪湖市洪湖市实验中学,9fc6729c3ae3b71b901fc9a7,,29.812079,113.468158,园林路47号,
湖北省荆州市洪湖市洪湖市大沙湖管理区中心学校,d6ee8724ebfbb79ea8f0cd72,,30.019994,113.864618,荆州市洪湖市发展路附近,
湖北省荆州市洪湖市洪湖市燕窝镇小学,bd7a16e2c38bdf732fb96d1d,,30.086661,114.0301,湖北省荆州市洪湖市S329,
湖北省荆州市洪湖市洪湖市第一小学,a899f88adc7a018ac72ba175,,29.814045,113.480437,乌林大道4号,
湖北省荆州市洪湖市洪湖市黄家口镇小学,691305237e3b6f08725e806a,,30.071376,113.567213,文卫二巷北50米,
湖北省荆州市洪湖市黄家口中学,7fd723118869e49f5cbe866a,,30.06865,113.567992,黄家口镇-98,
湖北省荆州市洪湖市洪湖市第八中学,cf74ce6e3aa881c1077ce8a5,,29.828978,113.480837,湖北省荆州市洪湖市南棚路,
湖北省荆州市洪湖市湖北省洪湖市大同湖高级中学,0ed20a15563189e957bfffc2,,30.042472,113.720236,荆州市大同湖管理区文化路,
湖北省荆州市洪湖市洪湖市永丰中学,bcaebff8a5bdbe29c9e33cdc,,30.061218,113.440519,荆州市洪湖市,
湖北省荆州市洪湖市洪湖市双语实验学校,daaacdf04e62be312efaa772,,29.829033,113.483864,荆州市洪湖市希望路1号,
湖北省荆州市洪湖市洪湖二小,88ea5012cfe5b146ca291583,,29.808033,113.473259,湖北省荆州市洪湖市新堤街道沿江路洪湖二小,
湖北省荆州市洪湖市燕窝中学,5076a4656538c7de373a7184,,30.088306,114.030825,329省道附近,
湖北省荆州市洪湖市大同总场小学,39d43f8294a9e986a8059d6a,,30.041305,113.723687,湖北省荆州市洪湖市大同总场小学(文化路南),
湖北省荆州市洪湖市乌林镇胡范八一希望学校,12991e13a3b7c20d3586f41a,,29.885339,113.591327,乌林镇中沙角村七组,
湖北省荆州市洪湖市大沙湖农场横墩小学,197caf75974e053b4c3a5926,,30.082386,113.815532,荆州市洪湖市083乡道北200米,
湖北省荆州市洪湖市铁牛中学,d78e6074c30b89335e0d02c6,,29.782413,113.422987,新堤大道与铁牛路交叉口南150米,
湖北省荆州市洪湖市乌林镇中心学校,0f24574f7e5714aeb45f1ea9,,29.915464,113.611492,湖北省荆州市洪湖市黄蓬大道6号,(0716)2532046
湖北省荆州市洪湖市前进中学,43b7e889be3e606a58f6be6b,,30.00179,113.474768,荆州市洪湖市,
湖北省荆州市洪湖市龙口中学,803708f1bc8f2b790189726a,,29.945383,113.775431,湖北省荆州市洪湖市龙口镇振兴路龙口中学(龙口小学西北),
湖北省荆州市洪湖市小港中学,7aea43b7f2f346f87c29bd6b,,29.928749,113.505246,湖北省荆州市洪湖市小港中学(港南三路北),
湖北省荆州市洪湖市燕窝镇中心学校,2ad32cc37193178f9d95de65,,30.088671,114.030818,燕窝镇燕窝中学,
湖北省荆州市洪湖市郑道湖小学,23116913e55940fd734b876a,,30.082879,113.513126,荆州市洪湖市,
湖北省荆州市洪湖市新旗学校,b0e209b5bbc57de622026282,,29.837678,113.468148,湖北省荆州市洪湖市新洪路,
湖北省荆州市洪湖市洪湖市大同湖管理区瓦子湾小学,d0b8923f757b9de2b5f42f65,,30.089229,113.800219,103省道与112乡道交叉口东北200米,
湖北省荆州市洪湖市洪湖市新滩镇中学,27c10668324d4696f2193777,,30.17168,113.899313,新滩镇(靠近新滩镇政府),
湖北省荆州市洪湖市洪湖五小,646073a75c344ba7f8dc8593,,29.84537,113.533949,荆州市洪湖市古井,
湖北省荆州市洪湖市龙口镇和里中学,e889a744500d8dcb8605bfc0,,29.977512,113.727631,荆州市洪湖市329省道东100米,
湖北省荆州市洪湖市洪湖市实验中学(新洪路校区),86859d7bc0c04c39c9213d8c,,29.821268,113.470491,湖北省荆州市洪湖市新洪路90号,
湖北省荆州市洪湖市洪湖市园林中学,8f7e10fc7ad33c29e812e4b0,,29.843083,113.48081,茅江大道特1号,
湖北省荆州市洪湖市洪湖市大同湖管理区中心学校,083a55fadb713779246e986a,,30.042073,113.719188,湖北省荆州市洪湖市文化路,(0716)2585309
湖北省荆州市洪湖市付湾小学,f60a15ed93b75cecbb17e76b,,29.865179,113.458014,付湾渔场二组,
湖北省荆州市洪湖市西湖中心小学,b0da97aea9215f6f4c2fdf2a,,30.05909,113.540811,荆州市洪湖市,
湖北省荆州市洪湖市大同湖管理区唐咀小学,56e88cbaa6736c1ba4c756db,,30.093296,113.704751,荆州市洪湖市,
湖北省荆州市洪湖市洪湖市乌林镇胡范中学,e8204019355d1817e115f9e5,,29.89155,113.582492,103省道西50米,
湖北省荆州市洪湖市汊河镇中心学校,a5097bfa1d867263f03cba6b,,30.002635,113.479934,永安路附近,
湖北省荆州市洪湖市荻障小学,6149ca21ce88c858d0ff231c,,30.117392,113.892042,荆州市洪湖市,
湖北省荆州市洪湖市洪湖市汊河镇第一小学,81d6a5096d80e9406e20b96b,,30.00074,113.481738,永安路11号,
湖北省荆州市洪湖市滨湖办事处中心学校,637df60ad494b27240afe66b,,29.876261,113.482731,洪湖市茅江大道,
湖北省荆州市洪湖市洪湖电大,36ca277b6da4d69c2fe67b23,,29.811174,113.468632,新村路1号,
湖北省荆州市洪湖市洪湖市大同湖管理区于新祥小学,3f826ed3f140b446d1f49e6a,,30.054415,113.737148,湖北省荆州市洪湖市大同湖管理区于新祥小学(同新路北),
湖北省荆州市洪湖市龙口小学,08f1f1f586bf1dca88db736a,,29.94454,113.775863,湖北省荆州市洪湖市龙口镇蔬菜振兴路龙口小学,
湖北省荆州市洪湖市小港管理区中心学校,fe55eb4ba34b6a3b3a13fded,,29.924533,113.498905,荆州市洪湖市,
湖北省荆州市洪湖市彭家边小学,1121bdd8c2307aec921fc9e5,,30.112838,113.996897,荆州市洪湖市,
湖北省荆州市洪湖市洪湖市乌林镇镇直小学,14076deecb72c9f402294f6a,,29.925325,113.605239,荆州市洪湖市乌林镇,
湖北省荆州市洪湖市杜家洲小学,eb9414037bb7d79302897273,,29.95371,113.83303,湖北省荆州市洪湖市龙口镇农联村,
湖北省荆州市洪湖市花园小学,b2341ea21822e8bd01ec0188,,29.792184,113.433194,湖北省荆州市洪湖市螺山镇新堤大道花园小学,
湖北省荆州市洪湖市洪湖市理工中等职业学校,f2fcbe31cf4df8d3eb12e401,,29.841299,113.481898,茅江大道8号,
湖北省荆州市洪湖市洪湖市第三中学,9b168c6f6f96907931f71d23,,29.844286,113.536868,乌林镇石码头村,
湖北省荆州市洪湖市洪湖市第三小学,8eec16bad3bee70e5cbe869f,,29.812413,113.477967,沿河西路18号,
湖北省荆州市洪湖市高桥中心小学,15ed53cec58d6e2a9222e0c2,,29.968975,113.842492,湖北省荆州市洪湖市龙口镇329省道高桥中心小学,
湖北省荆州市洪湖市燕窝镇吕家边小学,a8cf6ad0febaad72b04c4960,,30.076593,113.963576,燕窝镇团结村二小区160号,
